vector,row,col
v,6663,1
I,V
513.0,-9.501182528804239e-18
518.0,1.0507186973664557e-16
521.0,-1.1013186121920717e-16
522.0,1.2484256627247815e-16
535.0,4.163336342344337e-17
537.0,4.163336342344337e-17
538.0,-1.0826348709246445e-18
543.0,2.8984283690569966e-17
546.0,-3.0814879110195774e-33
549.0,-6.740882431935224e-18
558.0,-2.355111209518419e-16
559.0,6.717946215242825e-17
571.0,-7.747668075400148e-19
572.0,-5.7583344410083195e-18
582.0,1.3926298596918235e-16
594.0,2.1854490535839494e-17
609.0,-7.747668075400148e-19
621.0,6.780398317578427e-17
622.0,6.780398317578427e-17
623.0,6.780398317578427e-17
624.0,6.780398317578427e-17
629.0,-6.780398317578427e-17
645.0,-1.68899407548707e-17
667.0,-8.220092545313229e-18
675.0,1.6346398608167316e-17
676.0,1.6346398608167316e-17
677.0,1.6346398608167316e-17
678.0,1.6346398608167316e-17
686.0,1.6346398608167316e-17
690.0,3.9248029124634586e-17
697.0,-0.7575996123509902
698.0,-3.5005101785356416e-16
699.0,-2.5276778935753547e-17
700.0,0.7575996123509898
723.0,5.253224751085986e-17
727.0,-3.69425042610589e-17
734.0,3.479984596724047e-17
742.0,-0.9275879103525201
746.0,-3.293200636827908e-17
749.0,-1.435093016389558e-18
772.0,-1.3634846648310276e-17
777.0,-7.9084487267625e-17
787.0,1.5245561561868827e-17
788.0,-8.858985412319108e-18
810.0,-9.656150100383087e-17
811.0,5.1146244575407784e-17
815.0,3.479984596724047e-17
821.0,5.1146244575407784e-17
822.0,-0.2065447162297399
826.0,0.2065447162297399
828.0,5.1146244575407784e-17
844.0,-6.780398317578427e-17
846.0,-5.7583344410083195e-18
862.0,-1.2484256627247815e-16
868.0,-3.608782903082148e-19
870.0,-7.217565806164296e-19
879.0,0.5807460302316468
881.0,-5.252067897701005e-18
897.0,1.7123158918088986e-16
900.0,-1.2377151232517941e-17
906.0,1.011189129216486e-16
917.0,-6.648207986480268e-17
918.0,1.1436818760187769e-17
