-3.5514756985727985e-12,3.3853400944496e-12,4.406926574995753e-13,1.8388028647022543e-12,1.971756233158433e-12,-2.2694285977148683e-12,6.606672916410658e-12,-5.536855800495342e-12,1.9186897850862672e-12,-6.791890039415565e-12,1.3793705877653572e-13,1.2160451135891128e-12,1.3639749684818492e-12,3.94502700852877e-12,-4.75204486612828e-12,2.106626266439447e-12,-5.529622938765734e-12,-3.5340457319490214e-12,5.760896645381368e-12,3.5211801489401533e-12
-8.023911258939318e-12,4.059151793222617e-12,-2.1101519619045125e-12,-3.1156805554145864e-12,-4.5887844855419475e-12,4.652640952034401e-13,2.1631029411733177e-12,4.923637689498466e-12,2.4173408416924405e-12,-6.0515870483020175e-12,4.532049528880577e-12,5.659481260361692e-12,-1.0593477208866706e-12,-3.1789164658677216e-12,-9.569671121462923e-13,9.097533826233258e-14,6.644258123366159e-13,-6.170933760967436e-13,8.322537744575469e-13,-1.4309221224244984e-12
3.0698410446693226e-12,-4.954724289077013e-13,1.5434488144585888e-12,-2.17089022535984e-12,-3.9623892218380067e-13,-3.0881518539129853e-12,-4.508353476990531e-12,-1.7050980716979725e-12,-3.705679001804291e-14,-3.022123664976762e-12,7.547298768868555e-13,3.4873432206421256e-12,1.083335924657863e-12,-1.162809621033505e-12,-1.0155025406077851e-12,-2.840255647333069e-12,-5.619675947646606e-13,-1.3880473950136749e-11,5.682457585951121e-13,1.6472401560296428e-12
1.2595896135005287e-12,-2.56442162380227e-13,-3.8485541646166326e-12,-8.95582371199534e-13,3.860945703187758e-12,3.469495456091505e-14,-1.9647488664357337e-12,2.382202271907586e-12,-1.4945991278247857e-12,1.6186159784288372e-12,6.846189848801929e-13,1.1012268814829533e-12,5.74700668954203e-13,-2.2464380230916187e-12,-1.8401734910784127e-13,4.107607418299706e-12,1.447940165357771e-12,-1.1484111939429747e-13,-3.492077967413565e-12,-2.904821847513045e-12
1.0645293725178943e-12,-2.0087112724727042e-13,-3.843589996224603e-12,-9.021171366066977e-13,3.779322350541708e-12,-4.0924809830567195e-14,-1.9544868428988732e-12,2.391552933338153e-12,-1.4031941941717064e-12,1.6942929694267825e-12,8.820252918745355e-13,1.107133906963765e-12,6.04838583967879e-13,-2.195040821758977e-12,-1.7660073392270792e-13,4.2158863189992865e-12,1.2677754612150863e-12,-2.289441767087122e-13,-3.0909377284837096e-12,-2.9765306739403118e-12
2.958328522873629e-12,-4.4335089364789624e-13,1.5309309751830125e-12,-2.2413167544763963e-12,-4.0281779641405263e-13,-2.9912585781071746e-12,-4.614566446680991e-12,-1.738128708716268e-12,-7.092055252729013e-14,-2.989849500167056e-12,7.809508112303524e-13,3.31653246246947e-12,1.0059830374519761e-12,-1.200340964334353e-12,-1.0322400666780936e-12,-2.76680668541984e-12,-5.159676491502703e-13,-1.4123570987117916e-11,-5.663465385515985e-13,1.7534479886469598e-12
-1.5722358597523776e-11,-2.0412562732751116e-13,-3.913710284290263e-12,-2.5046290649852773e-12,-6.284954006582646e-13,-5.837658600488488e-12,2.0174219728429876e-12,-2.304067031491962e-13,-3.490663265320719e-12,-7.527948099728764e-13,3.0900815017144713e-12,-2.800747268088725e-12,5.287425320530567e-13,1.2689833141501712e-12,7.300653096086796e-13,-1.3990097234877064e-12,-2.2341041493849648e-13,-1.7654520243991314e-11,5.201090240261104e-12,1.5845229833298088e-12
-5.242862429248487e-12,-1.2036758778860744e-12,2.96018330665593e-12,-7.685370003879731e-13,-4.454849906130604e-12,7.437465228502758e-13,-1.6630531843128074e-12,-5.013564228555948e-13,8.356280226360642e-12,-6.866273925395138e-12,-1.987408777585604e-12,4.663134279248251e-13,-1.4962314904290052e-12,2.8436331400898373e-12,6.795724736101157e-12,-1.3723873767151225e-12,-3.0878723317330127e-12,3.986112327842136e-12,6.792226666953848e-13,-7.14627047543074e-13
-1.8065144490802694e-12,-1.9907212947727668e-12,8.00160026262969e-12,-5.5977530376778214e-12,-1.046613368052969e-11,-1.9394900522025577e-12,4.048372303003436e-14,-2.9899560667084664e-12,6.257060089463245e-13,5.708594484052507e-12,-2.3713807281406933e-12,1.9283507558200218e-12,-5.596326364815341e-12,-1.1137570435065702e-12,3.024003679858143e-12,-2.1352448166243214e-12,-5.831703401591893e-12,1.633527091874383e-12,-3.1427333322869e-12,1.4449488034576397e-12
4.5216641089892095e-12,-6.925842483883238e-13,2.638455544318743e-12,4.991352574243402e-12,6.448803114002312e-12,-2.7019355253875175e-12,4.51125468333305e-12,-1.053607066115762e-11,-5.267254830796952e-13,-8.660460669032113e-13,-4.24984554242396e-12,-4.52307978770029e-12,2.4439788023251833e-12,7.083741232646586e-12,-3.835012519057421e-12,1.831654725596985e-12,-6.128513816248974e-12,-2.5751705776517186e-12,4.808171082719078e-13,5.0830881258164014e-12
1.2430283335922498e-12,-1.2000677496340556e-12,4.156464331718197e-11,3.0008985132427284e-12,2.4884506389514076e-11,-6.777630937049514e-14,-2.914820679691379e-13,3.8940497198449934e-11,-3.118028583194581e-11,-3.1008671538119805e-12,2.7618903651343567e-11,8.781237235108274e-14,-1.1345367687998134e-11,0.4380288136972923,1.5099192974278125e-12,-2.753524799802061e-12,-0.171818195693554,-4.533904930109419e-12,2.681745146545672e-12,0.4445386856492129
-1.8974350700146402e-12,-9.581066444585346e-13,6.159975514695036e-13,-9.174067525125498e-13,3.236998948236904e-12,-3.959644172997356e-13,9.092009967178408e-12,-1.616160854116088e-12,-4.63133571258511e-13,-0.07784666192078017,2.2661325878101156e-12,-0.0014873025693613706,-2.1264612747862115e-12,0.4450361424401697,-3.3433015664619906e-12,-0.019488976538643468,-0.18224394969304153,-1.5944088163690157e-10,-3.524832355948884e-12,0.444538685766531
-3.3335723933438107e-16,-1.5551362666343891e-13,-4.1685836146147713e-13,6.261063921330632e-13,-6.037823381706546e-13,3.8228400933989985e-15,1.0937199758193255e-13,-7.515255239254388e-13,5.467226809780777e-13,-1.5299023291346321e-12,-3.694330438296673e-13,6.627408147709237e-13,2.300114132308579e-14,1.0569003890237288e-12,1.170944134882927e-12,-2.1008135214000448e-12,-8.349654219528762e-13,-1.5582097672499834e-12,6.000369998714738e-12,1.6841566909247827e-12
2.5950402409526623e-12,6.060869189983004e-13,5.49942986271766e-12,-2.6280077169862205e-13,1.3461840824294226e-11,-3.944613669501661e-12,-7.719466530077204e-13,-7.68793514636849e-12,-2.043925392407128e-12,4.546914204943411e-12,5.6350516469261185e-12,-1.1418225169880816e-12,2.2172997561849047e-12,1.3598848072536898e-12,-2.4738582693367953e-11,1.9650648221020182e-11,-3.162006008143895e-12,5.244273356656046e-12,7.564420029774738e-14,-2.8501943511094633e-12
1.3140335603880248e-12,-1.3285425643586988e-13,-3.763185945617595e-12,-9.064671072717089e-13,3.946933676448486e-12,1.194949512878404e-13,-1.8584456355134695e-12,2.4709666305703647e-12,-1.4880957130523026e-12,1.4434120241482644e-12,6.827318741661919e-13,1.1229975246389302e-12,4.1571395207899504e-13,-2.3246759860534363e-12,-2.1134761166846103e-13,4.0084518491533005e-12,1.6369806419377702e-12,-2.6302579504193503e-13,-4.0395733342013316e-12,-2.8984620606101295e-12
6.271327987537874e-13,-2.5579729244925424e-12,8.879628498472577e-13,4.321139611985408e-12,-2.739835683688067e-12,1.3971982163813719e-12,2.189418657444669e-12,8.556499325193619e-12,1.418915882931037e-12,3.3281756521955478e-12,2.7049387576442916e-12,6.5005524186419425e-12,4.677382641514769e-12,-6.607527200346693e-12,4.283723644525246e-12,3.8477738966391257e-13,4.1667448866479956e-12,2.48294791675803e-12,7.787892677518244e-13,2.5709702090889225e-12
