matrix,row,col
Ltilde,4456,200
I,J,V
26.0,1.0,2.88875055258352e-16
48.0,1.0,9.80360944190318e-17
98.0,1.0,-2.8957941497144257
101.0,1.0,-2.376565280385919e-17
222.0,1.0,-1.5314970949031595e-18
235.0,1.0,-1.875705604248377e-18
305.0,1.0,3.3282066666397095e-33
409.0,1.0,2.738403241336759e-17
433.0,1.0,1.237336791986058e-16
463.0,1.0,1.6737346078078414e-17
552.0,1.0,-0.646668368739695
621.0,1.0,-2.720175104103689e-16
642.0,1.0,-2.0278082597201745
739.0,1.0,1.1282681741800514e-17
794.0,1.0,-3.337051256677987e-17
891.0,1.0,2.755641110470783e-17
951.0,1.0,1.05674573578972e-16
956.0,1.0,-0.5664983396946012
968.0,1.0,-0.19871183960876404
1074.0,1.0,1.3020000947714934e-17
1161.0,1.0,-1.5553076776824327e-16
1225.0,1.0,-1.5237299946879238e-16
1417.0,1.0,8.66600408508212e-17
1500.0,1.0,-1.5532305252470744
1596.0,1.0,-1.1084921657876257
1665.0,1.0,-0.014502323335080504
1685.0,1.0,4.188711373521319e-17
1686.0,1.0,1.2626568674406594e-16
1709.0,1.0,-0.4229331361533604
1720.0,1.0,0.9107774582746888
1811.0,1.0,-1.150502921712302
1858.0,1.0,-2.171438988166396e-17
1909.0,1.0,-0.5205835176917814
2212.0,1.0,0.7202047843655494
2250.0,1.0,-1.078662790419431
2421.0,1.0,0.07263172975899351
2476.0,1.0,0.35420075192741274
2616.0,1.0,0.09302304510518458
2653.0,1.0,-2.122567922890377e-16
2671.0,1.0,0.9677901382150982
2672.0,1.0,-1.1228968718377905
2685.0,1.0,-2.5101188268438427e-16
2733.0,1.0,-0.06880631473910187
2767.0,1.0,0.5094416823539457
2797.0,1.0,-0.13439965938636242
2890.0,1.0,-4.2130931509090366e-16
2911.0,1.0,-1.5122144845697193e-16
3052.0,1.0,-0.1818859157770862
3089.0,1.0,6.174546131751174e-17
3119.0,1.0,-4.2564148270277605e-17
3126.0,1.0,-0.6342162618470019
3163.0,1.0,-2.3070800274971756e-17
3218.0,1.0,-0.9278428713313425
3291.0,1.0,-2.929073095785635e-17
3401.0,1.0,-1.1262882358929435e-16
3427.0,1.0,-3.1725573503895324e-17
3631.0,1.0,-1.3381896785763309e-16
3732.0,1.0,2.4515148794349046e-17
3758.0,1.0,-0.8054561926611697
3787.0,1.0,-1.6001424664076258e-16
3864.0,1.0,4.716360633599528e-17
3871.0,1.0,-0.6387594897322402
3996.0,1.0,2.7798943864090286e-17
4151.0,1.0,8.025061137870103e-17
4342.0,1.0,-9.86464290101421e-17
4372.0,1.0,0.5097017626503217
2.0,2.0,4.0240886466407835e-16
26.0,2.0,7.959262060713087e-17
28.0,2.0,1.330545451680032e-16
64.0,2.0,-0.3274837262255364
174.0,2.0,-2.04687474795192e-17
257.0,2.0,5.698603031548453e-19
325.0,2.0,3.0430737335258084e-17
363.0,2.0,-1.2898757908940624e-16
409.0,2.0,-9.707603787670306e-17
495.0,2.0,-6.984237277916212e-17
768.0,2.0,-6.128986904492596e-16
776.0,2.0,-8.181668556678157e-16
869.0,2.0,-2.119505519617484e-16
1021.0,2.0,-1.8207834424665622e-17
1114.0,2.0,1.950308556202728e-17
1129.0,2.0,7.353206558337903e-18
1142.0,2.0,-0.8977527383387496
1173.0,2.0,4.270676629619619e-17
1280.0,2.0,2.785514724713119e-16
1421.0,2.0,-2.2853326464162693
1565.0,2.0,-1.1087514086312868
1605.0,2.0,-1.755239488065843
1615.0,2.0,3.5880880999802856e-16
1691.0,2.0,-1.3414268417907884
1795.0,2.0,0.8365567204067114
1880.0,2.0,-1.673483920789896
2013.0,2.0,-5.894519571084876e-19
2212.0,2.0,-3.5569232685147483e-16
2239.0,2.0,-0.1269091558315817
2305.0,2.0,-1.9318073670575542
2314.0,2.0,-0.8769139161447279
2380.0,2.0,-0.9956670589453221
2381.0,2.0,5.0632834905701217e-17
2393.0,2.0,-0.2788241958316836
2437.0,2.0,-1.5167624548074436
2495.0,2.0,-1.2667800837713021
2550.0,2.0,-5.53608926038601e-16
2556.0,2.0,0.7544500962007119
2620.0,2.0,-0.7109963772426456
2644.0,2.0,-1.802443043289971e-16
2767.0,2.0,3.362615101671824e-16
2906.0,2.0,1.3339856120809832e-16
2911.0,2.0,-1.9475208492408496e-16
2931.0,2.0,-0.6461090157491841
3021.0,2.0,-0.11753275454069212
3089.0,2.0,-1.419206298968962
3108.0,2.0,2.7302146936782356e-17
3160.0,2.0,2.0136575114492985e-17
3179.0,2.0,-2.117197935608428e-16
3245.0,2.0,-1.2403831654605721
3255.0,2.0,-3.642912075402298e-17
3259.0,2.0,-3.634131162675763e-17
3260.0,2.0,-3.370882823845405e-17
3312.0,2.0,9.606461783299123e-18
3360.0,2.0,-3.4215160645372342
3401.0,2.0,-5.6007621111317e-17
3445.0,2.0,-0.21213479990895792
3562.0,2.0,-0.4745614414920554
3601.0,2.0,-0.3467245109976203
3761.0,2.0,5.45002996510039e-17
3841.0,2.0,-8.856697277967018e-17
3882.0,2.0,-1.742086648893991e-17
3892.0,2.0,7.330596499577426e-18
3996.0,2.0,-2.3918723015129273e-16
4153.0,2.0,1.4699564684080376e-16
4158.0,2.0,-0.20195597976691818
4161.0,2.0,7.366340341344603e-17
4165.0,2.0,-5.2707257588889073e-17
4190.0,2.0,8.834485779530878e-18
