vector,row,col
v,4456,1
I,V
1157.0,2.1733815075564497e-16
1161.0,-3.5781263075805284e-17
1184.0,4.416007024952398e-16
1189.0,-2.1733815075564497e-16
1193.0,3.5781263075805284e-17
1205.0,-2.1733815075564497e-16
1232.0,-4.416007024952398e-16
1237.0,2.1733815075564497e-16
1241.0,-3.5781263075805284e-17
1244.0,-2.6004381481540007e-16
1245.0,-2.6004381481540007e-16
1253.0,1.4601857171779552e-16
1254.0,3.619693432205481e-16
1273.0,-1.2750217548429532e-15
1276.0,3.3306690738754696e-16
1280.0,3.1905019083512975e-17
1293.0,4.213655143083108e-17
1296.0,-1.1102230246251565e-16
1308.0,-4.2130931509090366e-16
1325.0,4.440892098500626e-16
1326.0,-4.440892098500626e-16
1332.0,8.881784197001252e-16
1336.0,-1.9314216909202985e-16
1341.0,1.4601857171779552e-16
1356.0,1.3724863778864422e-16
1365.0,2.4704955962772567e-18
1370.0,0.7158717415216791
1373.0,0.055644287369257424
1382.0,-0.0020764902644649693
1395.0,-1.3968479767389217e-16
1396.0,-0.8034082533036474
1402.0,-0.9921032153794586
1417.0,-2.323060717144316e-16
1421.0,-0.546539035639323
1436.0,3.002968201174454e-16
1444.0,-0.6874187800796794
1450.0,0.00207649026446475
1460.0,-5.551115123125783e-17
1465.0,0.4010901372604647
1486.0,0.8034082533036475
1494.0,0.24497105892138824
1496.0,-1.9314216909202985e-16
1511.0,0.3522141537945265
1522.0,1.8935418270603074e-16
1523.0,-1.3968479767389217e-16
1531.0,-4.2191203862856987e-17
1535.0,-0.9880870964826959
1556.0,-0.8034082533036474
1558.0,3.1412103647830537e-17
1561.0,2.7901517698033967e-18
1565.0,0.7722956086548524
1568.0,7.771561172376096e-16
1574.0,0.8640758607671316
1578.0,-4.440892098500626e-16
1581.0,-0.9048155721659017
1587.0,-0.772295608654852
1594.0,1.4601857171779552e-16
1597.0,-2.323060717144316e-16
1602.0,8.196602589003213e-16
1605.0,-1.0502147412000946e-16
1614.0,5.51484345130993e-16
1624.0,-1.1365453106659443e-16
1634.0,-0.9780441067775432
1651.0,3.275715931919919e-17
1655.0,0.803408253303648
1665.0,-0.005088470358344416
1669.0,0.9048155721659015
1674.0,-1.596486853672829e-17
1676.0,1.0418653753224704e-17
1678.0,5.546214783503586e-18
1685.0,4.188711373521319e-17
1686.0,-4.188711373521319e-17
1691.0,0.9780441067775432
1700.0,-1.3295659864688808e-16
1709.0,-0.3471256834361822
1720.0,0.9880870964826951
1725.0,-0.8640758607671315
1747.0,-1.2721178960799727e-15
1753.0,0.8435491272957719
1758.0,-0.8435491272957719
1771.0,-3.8709742160941446e-17
1780.0,3.8709742160941446e-17
1795.0,-0.9780441067775432
1803.0,-2.575656704092568e-16
1804.0,0.17856264985890857
1808.0,0.9719402718533936
1811.0,-1.150502921712302
1818.0,3.283604532181607e-16
1832.0,-0.21459877196044483
1839.0,0.21459877196044444
1857.0,2.6553189048331654e-16
1858.0,8.942809871873159e-17
1861.0,-2.6553189048331654e-16
1875.0,-0.04437804056299634
1879.0,0.3522141537945263
1880.0,1.8935418270603074e-16
1890.0,-0.40617860761880914
1891.0,0.04437804056299634
1893.0,0.009586413261286328
1898.0,0.31955123612762626
1902.0,-0.0019484474472444943
1909.0,-0.3176027886803818
1931.0,1.3295659864688808e-16
1981.0,8.0460363536815215e-16
1987.0,-8.0460363536815215e-16
2054.0,-1.9620172463621644e-17
2055.0,-0.7158717415216793
2056.0,0.7158717415216779
2066.0,-3.1905019083512975e-17
2069.0,1.4432899320127035e-15
2074.0,1.0390353459808688e-16
2085.0,-0.009586413261285731
2087.0,0.7158717415216791
2091.0,-0.7158717415216791
2103.0,-2.7711524597597072e-31
2121.0,0.14855408808368592
2122.0,-0.31955123612762626
2126.0,0.8454975747430169
2131.0,7.216449660063518e-16
2132.0,-0.6745004266990773
2137.0,-4.440892098500626e-16
2139.0,3.196561735261399e-19
2144.0,0.5465390356393234
2164.0,3.275715931919919e-17
2177.0,-2.6553189048331654e-16
2181.0,2.6553189048331654e-16
2183.0,-2.647621705209602e-16
2185.0,2.9103244401493655e-17
2189.0,-3.3308467611306916e-17
2192.0,-1.3745996198674937e-16
2205.0,-0.7202047843655491
2212.0,0.7202047843655494
2250.0,-0.9880870964826951
2251.0,-9.424685648594663e-17
2264.0,-0.7158717415216779
2337.0,-0.013284622417471081
2338.0,0.8773604831846026
2348.0,-0.9605612186073786
2349.0,-2.9941260345445574e-17
2355.0,0.9605612186073786
2362.0,-3.18751836125911e-16
2380.0,0.9586556494359224
2381.0,8.096951280834062e-17
2383.0,-0.9719402718533923
2385.0,0.013284622417469806
2393.0,-0.9880870964826959
2394.0,0.9880870964826951
2404.0,8.881784197001252e-16
2406.0,-4.440892098500626e-16
2407.0,4.29763713864501e-16
2415.0,2.3251788647264062e-17
2420.0,0.6745004266990764
2421.0,0.07263172975899351
2452.0,4.2130931509090366e-16
2459.0,0.7722956086548524
2460.0,-3.5563291036307825e-16
